"CRN","Course","*Campus","Days","Date","Time","Location","Hrs","Type","Title","Instructor","Seats","Limit","Enroll","Waitlist","Course Fees","Catalog","Float"
"10622","PHYS 5000-16","M","","06/05/2023-07/28/2023","","","1","CLAS","Directed Research","Carlos S. Lopez Carrillo","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5000",""
"10623","PHYS 5000-17","M","","06/05/2023-07/28/2023","","","1","CLAS","Directed Research","Douglas P. Wells","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5000",""
"10624","PHYS 5000-18","M","","06/05/2023-07/28/2023","","","1","CLAS","Directed Research","Ryan P. Norris","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5000",""
"10625","PHYS 5000-19","M","","06/05/2023-07/28/2023","","","1","CLAS","Directed Research","Jean Eilek","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5000",""
"10628","PHYS 5090-01","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Jean Eilek","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10630","PHYS 5090-02","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Michelle J. Creech-Eakman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10631","PHYS 5090-03","M","","","","","1","","Independent Study","","0","0","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10632","PHYS 5090-04","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","David S. Meier","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10642","PHYS 5090-05","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Kenneth R. Minschwaner","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10644","PHYS 5090-06","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","David Raymond","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10650","PHYS 5090-07","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Sharon L. Sessions","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10651","PHYS 5090-08","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Richard Sonnenfeld","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10652","PHYS 5090-09","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","David Westpfahl","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10653","PHYS 5090-10","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Lisa Young","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10655","PHYS 5090-11","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Douglas P. Wells","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10656","PHYS 5090-12","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Caitano L. DA Silva","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10658","PHYS 5090-13","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Harald E. Edens","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10659","PHYS 5090-14","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Carlos S. Lopez Carrillo","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10660","PHYS 5090-15","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Ryan P. Norris","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10661","PHYS 5090-16","M","","06/05/2023-07/28/2023","","","1","CLAS","Independent Study","Paul Demorest","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5090",""
"10663","PHYS 5091-01","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Jean Eilek","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10665","PHYS 5091-02","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Michelle J. Creech-Eakman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10667","PHYS 5091-03","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Peter Hofner","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10669","PHYS 5091-04","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","David S. Meier","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10671","PHYS 5091-05","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Kenneth R. Minschwaner","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10687","PHYS 5091-06","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Raul Morales Juberias","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10689","PHYS 5091-07","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","David Raymond","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10691","PHYS 5091-08","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Sharon L. Sessions","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10693","PHYS 5091-09","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Richard Sonnenfeld","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10694","PHYS 5091-10","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","David Westpfahl","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10695","PHYS 5091-11","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Lisa Young","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10696","PHYS 5091-12","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Harald E. Edens","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10697","PHYS 5091-13","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Paul Demorest","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10711","PHYS 5091-14","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Ryan P. Norris","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10712","PHYS 5091-15","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Douglas P. Wells","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10716","PHYS 5091-16","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Caitano L. DA Silva","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10717","PHYS 5091-17","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Carlos S. Lopez Carrillo","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10719","PHYS 5091-18","M","","06/05/2023-07/28/2023","","","1","CLAS","Thesis","Zeljka Stone","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5091",""
"10720","PHYS 5095-01","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Jean Eilek","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10721","PHYS 5095-02","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Michelle J. Creech-Eakman","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10722","PHYS 5095-03","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Peter Hofner","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10723","PHYS 5095-04","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","David S. Meier","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10724","PHYS 5095-05","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Kenneth R. Minschwaner","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10726","PHYS 5095-06","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Raul Morales Juberias","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10727","PHYS 5095-07","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","David Raymond","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10730","PHYS 5095-08","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Sharon L. Sessions","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10731","PHYS 5095-09","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Richard Sonnenfeld","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10733","PHYS 5095-10","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","David Westpfahl","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10734","PHYS 5095-11","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Lisa Young","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10736","PHYS 5095-12","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Harald E. Edens","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10737","PHYS 5095-13","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Paul Demorest","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10738","PHYS 5095-14","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Ryan P. Norris","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10740","PHYS 5095-15","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Caitano L. DA Silva","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10741","PHYS 5095-16","M","","06/05/2023-07/28/2023","","","1","CLAS","Dissertation","Carlos S. Lopez Carrillo","10","10","0","0","N/A","https://catalog.nmt.edu/courses/PHYS5095",""
"10053","ST 590-02D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","Mark C. Samuels","5","5","0","0","$20","https://catalog.nmt.edu/courses/ST590",""
"10054","ST 590-03D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","William Chavez","2","2","0","0","$20","https://catalog.nmt.edu/courses/ST590",""
"10090","ST 590-04D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","Taffeta M. Elliott","5","5","0","0","$20","https://catalog.nmt.edu/courses/ST590",""
"10091","ST 590-05D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","Linda C. DeVeaux","5","5","0","0","$20","https://catalog.nmt.edu/courses/ST590",""
"10092","ST 590-06D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","Todd Wolford","4","5","1","0","$20","https://catalog.nmt.edu/courses/ST590",""
"10093","ST 590-07D","DE","","06/05/2023-07/28/2023","","WEB-V","1","CLAS","Independent Study","Raul Morales Juberias","5","5","0","0","$20","https://catalog.nmt.edu/courses/ST590",""
